Id,Name,StageName,Amount,CloseDate,IsClosed,Owner.Name,Owner.IsActive,Account.Name
006gK00000MmB3mQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12330,2026-03-05,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB54QAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11782,2026-02-13,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB7UQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,8184,2026-05-08,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBEaQAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,6719,2026-05-17,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB9QQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,8097,2026-06-15,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBA4QAN,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,7925,2026-05-31,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB4kQAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,11919,2026-01-04,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB38QAF,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12604,2026-03-15,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmB3SQAV,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Won,12467,2026-01-24,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBEGQA3,Noah Brown Residence - 13.2kW Rooftop Solar,Closed Lost,6805,2026-04-09,true,Hemayet Hossain,true,Noah Brown Residence
006gK00000MmBDQQA3,Oliver Murphy Residence - 13.2kW Rooftop Solar,Closed Lost,10271,2026-06-13,true,Hemayet Hossain,true,Oliver Murphy Residence
006gK00000MmB5aQAF,Oliver Murphy Residence - 13.2kW Rooftop Solar,Closed Lost,10001,2026-02-05,true,Hemayet Hossain,true,Oliver Murphy Residence
006gK00000MmBCWQA3,Oliver Murphy Residence - 13.2kW Rooftop Solar,Closed Lost,8062,2026-04-04,true,Hemayet Hossain,true,Oliver Murphy Residence
006gK00000MmB6UQAV,Oliver Murphy Residence - 13.2kW Rooftop Solar,Closed Lost,12741,2026-01-22,true,Hemayet Hossain,true,Oliver Murphy Residence
006gK00000MmB1eQAF,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Won,14796,2026-02-21,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MlfzZQAR,Olivia Campbell Residence - 13.2kW Rooftop Solar,Needs Analysis,15232,2026-07-26,false,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmB26QAF,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Won,16166,2026-03-31,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmB6yQAF,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Won,11928,2026-05-20,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmBDkQAN,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Lost,10160,2026-04-21,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmBECQA3,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Lost,11265,2026-05-26,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000Mlg0XQAR,Olivia Campbell Residence - 13.2kW Rooftop Solar,Qualification,9984,2026-08-25,false,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmB7QQAV,Olivia Campbell Residence - 13.2kW Rooftop Solar,Closed Won,13032,2026-06-24,true,Hemayet Hossain,true,Olivia Campbell Residence
006gK00000MmB2wQAF,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,14248,2026-02-01,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmB9sQAF,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,11486,2026-04-20,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmBBEQA3,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,8504,2026-05-04,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmB3OQAV,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,15618,2026-03-11,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmB4IQAV,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,10549,2026-02-25,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmBAKQA3,Robert Chen Residence - 13.2kW Rooftop Solar,Closed Won,12590,2026-05-25,true,Hemayet Hossain,true,Robert Chen Residence
006gK00000MmBUfQAN,Ruby Harris Residence - 13.2kW Rooftop Solar,Id. Decision Makers,13952,2026-07-22,false,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmBACQA3,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,11375,2026-05-28,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MlfzlQAB,Ruby Harris Residence - 13.2kW Rooftop Solar,Id. Decision Makers,15744,2026-08-01,false,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmB7gQAF,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,9167,2026-06-18,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmB3GQAV,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,14111,2026-03-13,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmB3iQAF,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,15481,2026-01-20,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmB2MQAV,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,11371,2026-03-27,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmBAeQAN,Ruby Harris Residence - 13.2kW Rooftop Solar,Closed Won,12480,2026-04-02,true,Hemayet Hossain,true,Ruby Harris Residence
006gK00000MmB3yQAF,Samuel Fitzgerald Residence - 13.2kW Rooftop Solar,Closed Won,10686,2026-01-16,true,Hemayet Hossain,true,Samuel Fitzgerald Residence
006gK00000MmB4sQAF,Samuel Fitzgerald Residence - 13.2kW Rooftop Solar,Closed Lost,13426,2026-01-02,true,Hemayet Hossain,true,Samuel Fitzgerald Residence
006gK00000MmBBoQAN,Samuel Fitzgerald Residence - 13.2kW Rooftop Solar,Closed Lost,10823,2026-06-05,true,Hemayet Hossain,true,Samuel Fitzgerald Residence
006gK00000MmBAuQAN,Samuel Fitzgerald Residence - 13.2kW Rooftop Solar,Closed Won,8614,2026-06-26,true,Hemayet Hossain,true,Samuel Fitzgerald Residence
006gK00000Mlg0TQAR,Sarah Barnes Residence - 13.2kW Rooftop Solar,Needs Analysis,12416,2026-07-04,false,Hemayet Hossain,true,Sarah Barnes Residence
006gK00000MmBUTQA3,Sienna Lewis Residence - 13.2kW Rooftop Solar,Prospecting,13440,2026-07-16,false,Hemayet Hossain,true,Sienna Lewis Residence
006gK00000MlfztQAB,Sienna Lewis Residence - 13.2kW Rooftop Solar,Needs Analysis,10880,2026-11-13,false,Hemayet Hossain,true,Sienna Lewis Residence
006gK00000Mlg05QAB,Sophie Wilson Residence - 13.2kW Rooftop Solar,Qualification,11392,2026-11-19,false,Hemayet Hossain,true,Sophie Wilson Residence
006gK00000MmBUzQAN,Sophie Wilson Residence - 13.2kW Rooftop Solar,Needs Analysis,9600,2026-11-09,false,Hemayet Hossain,true,Sophie Wilson Residence
006gK00000MmB7IQAV,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Won,11817,2026-06-27,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000MmB1yQAF,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Won,14659,2026-01-02,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000MmB2QQAV,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Won,16029,2026-02-09,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000MmBE4QAN,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Lost,10050,2026-05-29,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000MmB7kQAF,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Won,12921,2026-05-02,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000MmBEWQA3,Thomas Hughes Residence - 13.2kW Rooftop Solar,Closed Lost,11154,2026-04-03,true,Hemayet Hossain,true,Thomas Hughes Residence
006gK00000Mlg0fQAB,Zoe Foster Residence - 13.2kW Rooftop Solar,Id. Decision Makers,12928,2026-07-10,false,Hemayet Hossain,true,Zoe Foster Residence
006gK00000MlfzNQAR,Zoe Foster Residence - 13.2kW Rooftop Solar,Qualification,14720,2026-07-20,false,Hemayet Hossain,true,Zoe Foster Residence
006gK00000MlfzyQAB,Andrew Anderson Residence - 6.6kW Rooftop Solar,Qualification,13696,2026-08-20,false,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmB5LQAV,Andrew Anderson Residence - 6.6kW Rooftop Solar,Closed Lost,12056,2026-02-20,true,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmBUsQAN,Andrew Anderson Residence - 6.6kW Rooftop Solar,Needs Analysis,11904,2026-08-10,false,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmBDBQA3,Andrew Anderson Residence - 6.6kW Rooftop Solar,Closed Lost,13554,2026-06-30,true,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmBCHQA3,Andrew Anderson Residence - 6.6kW Rooftop Solar,Closed Lost,11044,2026-04-21,true,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmB6FQAV,Andrew Anderson Residence - 6.6kW Rooftop Solar,Closed Lost,14796,2026-02-06,true,Jack Nguyen,true,Andrew Anderson Residence
006gK00000MmBBBQA3,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Won,10040,2026-04-01,true,Jack Nguyen,true,Ava Mancini
006gK00000MmBBdQAN,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Lost,11295,2026-05-06,true,Jack Nguyen,true,Ava Mancini
006gK00000MmB4hQAF,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Lost,12330,2026-03-02,true,Jack Nguyen,true,Ava Mancini
006gK00000MmB4FQAV,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Won,10960,2026-01-23,true,Jack Nguyen,true,Ava Mancini
006gK00000MmBAHQA3,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Won,14684,2026-04-22,true,Jack Nguyen,true,Ava Mancini
006gK00000MmB3LQAV,Ava Mancini Residence - 6.6kW Rooftop Solar,Closed Won,16029,2026-02-06,true,Jack Nguyen,true,Ava Mancini
006gK00000MmB2dQAF,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,11645,2026-01-03,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmB73QAF,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,15311,2026-04-14,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmBEjQAN,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Lost,15813,2026-05-25,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmB9ZQAV,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,10668,2026-06-23,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmBUcQAN,Benjamin Walker Residence - 6.6kW Rooftop Solar,Id. Decision Makers,13824,2026-11-10,false,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MlfziQAB,Benjamin Walker Residence - 6.6kW Rooftop Solar,Qualification,15616,2026-11-20,false,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmBA1QAN,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,11922,2026-04-28,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmB1jQAF,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,16714,2026-01-17,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmB35QAF,Benjamin Walker Residence - 6.6kW Rooftop Solar,Closed Won,13015,2026-02-10,true,Jack Nguyen,true,Benjamin Walker Residence
006gK00000MmB4JQAV,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,15618,2026-03-08,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmB2xQAF,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,11508,2026-02-12,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmB9tQAF,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,10542,2026-05-01,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmB3PQAV,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,12878,2026-03-22,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmBALQA3,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,11797,2026-06-05,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmBBFQA3,Charlotte King Residence - 6.6kW Rooftop Solar,Closed Won,14307,2026-05-15,true,Jack Nguyen,true,Charlotte King Residence
006gK00000MmBDRQA3,Daniel Clark Residence - 6.6kW Rooftop Solar,Closed Lost,9162,2026-06-24,true,Jack Nguyen,true,Daniel Clark Residence
006gK00000MmB5bQAF,Daniel Clark Residence - 6.6kW Rooftop Solar,Closed Lost,15070,2026-02-16,true,Jack Nguyen,true,Daniel Clark Residence
006gK00000MlfzuQAB,Daniel Clark Residence - 6.6kW Rooftop Solar,Needs Analysis,16128,2026-11-26,false,Jack Nguyen,true,Daniel Clark Residence
006gK00000MmBCXQA3,Daniel Clark Residence - 6.6kW Rooftop Solar,Closed Lost,13805,2026-04-15,true,Jack Nguyen,true,Daniel Clark Residence
006gK00000MmB6VQAV,Daniel Clark Residence - 6.6kW Rooftop Solar,Closed Lost,10001,2026-02-02,true,Jack Nguyen,true,Daniel Clark Residence
006gK00000MmBUUQA3,Daniel Clark Residence - 6.6kW Rooftop Solar,Qualification,10880,2026-07-29,false,Jack Nguyen,true,Daniel Clark Residence
006gK00000MmB5fQAF,David Doyle Residence - 6.6kW Rooftop Solar,Closed Lost,11919,2026-01-01,true,Jack Nguyen,true,David Doyle Residence
006gK00000MmBC9QAN,David Doyle Residence - 6.6kW Rooftop Solar,Closed Lost,9664,2026-04-24,true,Jack Nguyen,true,David Doyle Residence
006gK00000MmB5DQAV,David Doyle Residence - 6.6kW Rooftop Solar,Closed Lost,10549,2026-02-22,true,Jack Nguyen,true,David Doyle Residence
006gK00000MmBCbQAN,David Doyle Residence - 6.6kW Rooftop Solar,Closed Lost,10918,2026-05-29,true,Jack Nguyen,true,David Doyle Residence
006gK00000Mlg0MQAR,David Doyle Residence - 6.6kW Rooftop Solar,Needs Analysis,14720,2026-09-01,false,Jack Nguyen,true,David Doyle Residence
006gK00000MmBEnQAN,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Lost,12926,2026-04-08,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB9dQAF,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,14934,2026-05-07,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB77QAF,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,12424,2026-05-28,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB2hQAF,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,16303,2026-02-16,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmBDtQAN,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Lost,10416,2026-04-29,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB6fQAF,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,11170,2026-04-23,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB1LQAV,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,12193,2026-01-23,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmB1nQAF,Ella Ahmed Residence - 6.6kW Rooftop Solar,Closed Won,13563,2026-03-02,true,Jack Nguyen,true,Ella Ahmed Residence
006gK00000MmBAzQAN,Ethan Lee Residence - 6.6kW Rooftop Solar,Closed Won,11546,2026-05-21,true,Jack Nguyen,true,Ethan Lee Residence
006gK00000MmB43QAF,Ethan Lee Residence - 6.6kW Rooftop Solar,Closed Won,12604,2026-03-12,true,Jack Nguyen,true,Ethan Lee Residence
006gK00000MmBAXQA3,Ethan Lee Residence - 6.6kW Rooftop Solar,Closed Won,10291,2026-04-16,true,Jack Nguyen,true,Ethan Lee Residence
006gK00000MmB3bQAF,Ethan Lee Residence - 6.6kW Rooftop Solar,Closed Won,11234,2026-02-02,true,Jack Nguyen,true,Ethan Lee Residence
006gK00000MmBUkQAN,Ethan Lee Residence - 6.6kW Rooftop Solar,Needs Analysis,8960,2026-09-25,false,Jack Nguyen,true,Ethan Lee Residence
006gK00000MlfzqQAB,Ethan Lee Residence - 6.6kW Rooftop Solar,Prospecting,10752,2026-10-05,false,Jack Nguyen,true,Ethan Lee Residence
006gK00000MmBBJQA3,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Won,11420,2026-06-28,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmB3vQAF,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Won,11097,2026-03-14,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmBArQAN,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Won,10166,2026-05-24,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmB5HQAV,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Lost,15207,2026-01-07,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmBCDQA3,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Lost,13930,2026-06-07,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmB4NQAV,Harper Thompson Residence - 6.6kW Rooftop Solar,Closed Lost,12467,2026-01-21,true,Jack Nguyen,true,Harper Thompson Residence
006gK00000MmBDlQAN,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Lost,9036,2026-05-02,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MmB6zQAF,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Won,11044,2026-05-31,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MmBCrQAN,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Lost,13680,2026-05-23,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MmB5vQAF,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Lost,14933,2026-03-28,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MmB1fQAF,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Won,12056,2026-03-04,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MmBEDQA3,Isabella Hall Residence - 6.6kW Rooftop Solar,Closed Lost,10291,2026-06-06,true,Jack Nguyen,true,Isabella Hall Residence
006gK00000MlfzmQAB,Jack White Residence - 6.6kW Rooftop Solar,Needs Analysis,13184,2026-08-14,false,Jack Nguyen,true,Jack White Residence
006gK00000MmBUgQAN,Jack White Residence - 6.6kW Rooftop Solar,Qualification,11392,2026-08-04,false,Jack Nguyen,true,Jack White Residence
006gK00000MmBBVQA3,James Nguyen Residence - 6.6kW Rooftop Solar,Closed Lost,9914,2026-05-09,true,Jack Nguyen,true,James Nguyen Residence
006gK00000MmBBxQAN,James Nguyen Residence - 6.6kW Rooftop Solar,Closed Lost,11170,2026-06-13,true,Jack Nguyen,true,James Nguyen Residence
006gK00000Mlg0IQAR,James Nguyen Residence - 6.6kW Rooftop Solar,Prospecting,9344,2026-07-11,false,Jack Nguyen,true,James Nguyen Residence
006gK00000MmB4ZQAV,James Nguyen Residence - 6.6kW Rooftop Solar,Closed Lost,10823,2026-03-04,true,Jack Nguyen,true,James Nguyen Residence
006gK00000MmB51QAF,James Nguyen Residence - 6.6kW Rooftop Solar,Closed Lost,12193,2026-01-11,true,Jack Nguyen,true,James Nguyen Residence
006gK00000MmBDpQAN,Jessica Silva Residence - 6.6kW Rooftop Solar,Closed Lost,13303,2026-06-15,true,Jack Nguyen,true,Jessica Silva Residence
006gK00000MmB5XQAV,Jessica Silva Residence - 6.6kW Rooftop Solar,Closed Lost,10412,2026-01-03,true,Jack Nguyen,true,Jessica Silva Residence
006gK00000MmB5zQAF,Jessica Silva Residence - 6.6kW Rooftop Solar,Closed Lost,11782,2026-02-10,true,Jack Nguyen,true,Jessica Silva Residence
006gK00000MmBCvQAN,Jessica Silva Residence - 6.6kW Rooftop Solar,Closed Lost,10793,2026-04-06,true,Jack Nguyen,true,Jessica Silva Residence
006gK00000MmBCTQA3,Jessica Silva Residence - 6.6kW Rooftop Solar,Closed Lost,9538,2026-06-01,true,Jack Nguyen,true,Jessica Silva Residence
006gK00000MmBV0QAN,Joshua Patel Residence - 6.6kW Rooftop Solar,Id. Decision Makers,14848,2026-11-22,false,Jack Nguyen,true,Joshua Patel Residence
006gK00000MmB23QAF,Joshua Patel Residence - 6.6kW Rooftop Solar,Closed Won,16577,2026-02-26,true,Jack Nguyen,true,Joshua Patel Residence
006gK00000MmB7NQAV,Joshua Patel Residence - 6.6kW Rooftop Solar,Closed Won,15186,2026-05-22,true,Jack Nguyen,true,Joshua Patel Residence
006gK00000Mlg06QAB,Joshua Patel Residence - 6.6kW Rooftop Solar,Id. Decision Makers,16640,2026-07-05,false,Jack Nguyen,true,Joshua Patel Residence
006gK00000MmBE9QAN,Joshua Patel Residence - 6.6kW Rooftop Solar,Closed Lost,13178,2026-04-23,true,Jack Nguyen,true,Joshua Patel Residence
006gK00000MmBBpQAN,Layla Osman Residence - 6.6kW Rooftop Solar,Closed Lost,9789,2026-06-16,true,Jack Nguyen,true,Layla Osman Residence
006gK00000MmB3zQAF,Layla Osman Residence - 6.6kW Rooftop Solar,Closed Won,15755,2026-01-27,true,Jack Nguyen,true,Layla Osman Residence
006gK00000MmB4tQAF,Layla Osman Residence - 6.6kW Rooftop Solar,Closed Lost,10686,2026-01-13,true,Jack Nguyen,true,Layla Osman Residence
006gK00000MmBAvQAN,Layla Osman Residence - 6.6kW Rooftop Solar,Closed Won,14432,2026-04-07,true,Jack Nguyen,true,Layla Osman Residence
006gK00000MlfzOQAR,Liam Bennett Residence - 6.6kW Rooftop Solar,Prospecting,12160,2026-08-02,false,Jack Nguyen,true,Liam Bennett Residence
006gK00000Mlg0gQAB,Liam Bennett Residence - 6.6kW Rooftop Solar,Needs Analysis,10368,2026-07-23,false,Jack Nguyen,true,Liam Bennett Residence
006gK00000MmB3fQAF,Lucas Tran Residence - 6.6kW Rooftop Solar,Closed Won,15892,2026-03-18,true,Jack Nguyen,true,Lucas Tran Residence
006gK00000MlfzKQAR,Lucas Tran Residence - 6.6kW Rooftop Solar,Needs Analysis,14592,2026-11-08,false,Jack Nguyen,true,Lucas Tran Residence
006gK00000MmB9hQAF,Lucas Tran Residence - 6.6kW Rooftop Solar,Closed Won,12048,2026-06-20,true,Jack Nguyen,true,Lucas Tran Residence
006gK00000MmB2lQAF,Lucas Tran Residence - 6.6kW Rooftop Solar,Closed Won,13152,2026-01-01,true,Jack Nguyen,true,Lucas Tran Residence
006gK00000MmBAbQAN,Lucas Tran Residence - 6.6kW Rooftop Solar,Closed Won,14558,2026-05-30,true,Jack Nguyen,true,Lucas Tran Residence
006gK00000Mlg0cQAB,Lucas Tran Residence - 6.6kW Rooftop Solar,Qualification,12800,2026-10-29,false,Jack Nguyen,true,Lucas Tran Residence
006gK00000Mlg0QQAR,Matthew Kaur Residence - 6.6kW Rooftop Solar,Qualification,12288,2026-10-23,false,Jack Nguyen,true,Matthew Kaur Residence
006gK00000MmBETQA3,Mia Taylor Residence - 6.6kW Rooftop Solar,Closed Lost,13052,2026-05-31,true,Jack Nguyen,true,Mia Taylor Residence
006gK00000MmB3HQAV,Mia Taylor Residence - 6.6kW Rooftop Solar,Closed Won,11371,2026-03-24,true,Jack Nguyen,true,Mia Taylor Residence
006gK00000MmB7hQAF,Mia Taylor Residence - 6.6kW Rooftop Solar,Closed Won,15060,2026-06-29,true,Jack Nguyen,true,Mia Taylor Residence
006gK00000MmB2NQAV,Mia Taylor Residence - 6.6kW Rooftop Solar,Closed Won,16440,2026-01-07,true,Jack Nguyen,true,Mia Taylor Residence
006gK00000MmBADQA3,Mia Taylor Residence - 6.6kW Rooftop Solar,Closed Won,10416,2026-06-08,true,Jack Nguyen,true,Mia Taylor Residence
006gK00000MmB1XQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,10549,2026-03-06,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB1rQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,10412,2026-01-15,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB2BQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,10275,2026-02-24,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB2VQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,10138,2026-01-05,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB2pQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,10001,2026-02-14,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB39QAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,9864,2026-03-26,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB3TQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,17536,2026-02-04,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB3nQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,17399,2026-03-16,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB47QAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,17262,2026-01-25,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB4RQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,17125,2026-03-06,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB4lQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16988,2026-01-15,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB55QAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16851,2026-02-24,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB5PQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16714,2026-01-05,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB5jQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16577,2026-02-14,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB63QAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16440,2026-03-26,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB6NQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Lost,16303,2026-02-04,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB6rQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,7538,2026-06-03,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB7BQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,7440,2026-04-11,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB7VQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,7342,2026-05-19,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB9RQAV,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,7244,2026-06-26,true,Jack Nguyen,true,Michael Young Residence
006gK00000MmB9lQAF,Michael Young Residence - 6.6kW Rooftop Solar,Closed Won,7146,2026-05-04,true,Jack Nguyen,true,Michael Young Residence
