Id,Name,Phone,BillingStreet,BillingCity,BillingState,BillingPostalCode,Service_Region__c,OwnerId,CreatedDate,LastModifiedDate,RecordState,MasterRecordId
001gK00001Luv5oQAB,Harper Thompson Residence,(02) 7567 4813,34 Mill Lane,Baulkham Hills,New South Wales,2153,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:13.000+0000,ABSORBED,001gK00001Luv4WQAR
001gK00001Luv4WQAR,Harper Thompson Residence,(02) 5247 2333,34 Mill Lane,Blacktown,New South Wales,2148,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:14.000+0000,SURVIVOR,
001gK00001Luv6GQAR,Isabella Hall,(02) 4029 1031,12 Railway Pde,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:10.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv6uQAB,Isabella Hall,(02) 5189 2271,12 Railway Pde,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:11.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv7YQAR,Isabella Hall,(02) 6349 3511,12 Railway Pde,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:11.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv8CQAR,Isabella Hall,(02) 4029 1031,12 Railway Pde,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:11.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv3qQAB,Isabella Hall Residence,(02) 4029 1031,12 Railway Pde,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:10.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv58QAB,Isabella Hall Residence,(02) 6349 3511,12 Railway Pde,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:10.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv5mQAB,Isabella Hall Residence,(02) 7509 4751,12 Railway Pde,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:10.000+0000,ABSORBED,001gK00001Luv4UQAR
001gK00001Luv4UQAR,Isabella Hall Residence,(02) 5189 2271,12 Railway Pde,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:11.000+0000,SURVIVOR,
001gK00001Luv6MQAR,JESSICA SILVA RESIDENCE,,78 BEACH RD,Blacktown,New South Wales,2148,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:38.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv70QAB,JESSICA SILVA RESIDENCE,,78 BEACH RD,Bankstown,New South Wales,2200,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:39.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv7eQAB,JESSICA SILVA RESIDENCE,,78 BEACH RD,Baulkham Hills,New South Wales,2153,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:39.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv8IQAR,JESSICA SILVA RESIDENCE,,78 BEACH RD,Blacktown,New South Wales,2148,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:39.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv53QAB,Jack White Residence,(02) 6204 3356,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:05.000+0000,ABSORBED,001gK00001Luv4PQAR
001gK00001Luv5hQAB,Jack White Residence,(02) 7364 4596,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:05.000+0000,ABSORBED,001gK00001Luv4PQAR
001gK00001Luv6pQAB,Jack White Residence,0250442116,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:06.000+0000,ABSORBED,001gK00001Luv4PQAR
001gK00001Luv7TQAR,Jack White Residence,0262043356,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:06.000+0000,ABSORBED,001gK00001Luv4PQAR
001gK00001Luv87QAB,Jack White Residence,0273644596,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:06.000+0000,ABSORBED,001gK00001Luv4PQAR
001gK00001Luv4PQAR,Jack White Residence,(02) 5044 2116,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:06.000+0000,SURVIVOR,
001gK00001Luv3pQAB,James Nguyen Residence,(02) 4000 1000,1 Sunset Rd,Parramatta,New South Wales,2150,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv4TQAR,James Nguyen Residence,(02) 5160 2240,1 Sunset Rd,Castle Hill,New South Wales,2154,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv5lQAB,James Nguyen Residence,(02) 7480 4720,1 Sunset Rd,Parramatta,New South Wales,2150,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv6FQAR,James Nguyen Residence,0240001000,1 Sunset Rd,Parramatta,New South Wales,2150,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv6tQAB,James Nguyen Residence,0251602240,1 Sunset Rd,Castle Hill,New South Wales,2154,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv7XQAR,James Nguyen Residence,0263203480,1 Sunset Rd,Ryde,New South Wales,2112,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:09.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv8BQAR,James Nguyen Residence,0240001000,1 Sunset Rd,Parramatta,New South Wales,2150,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:10.000+0000,ABSORBED,001gK00001Luv57QAB
001gK00001Luv57QAB,James Nguyen Residence,(02) 6320 3480,1 Sunset Rd,Ryde,New South Wales,2112,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:10.000+0000,SURVIVOR,
001gK00001Luv4aQAB,Jessica Silva Residence,(02) 5363 2457,78 Beach Rd,Bankstown,New South Wales,2200,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:38.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv5EQAR,Jessica Silva Residence,(02) 6523 3697,78 Beach Rd,Baulkham Hills,New South Wales,2153,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:38.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv5sQAB,Jessica Silva Residence,(02) 7683 4937,78 Beach Rd,Blacktown,New South Wales,2148,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:38.000+0000,ABSORBED,001gK00001Luv3wQAB
001gK00001Luv3wQAB,Jessica Silva Residence,(02) 4203 1217,78 Beach Rd,Blacktown,New South Wales,2148,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:39.000+0000,SURVIVOR,
001gK00001Luv6fQAB,Joshua J. Patel Residence,0410205894,67 Railway Pde,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,ABSORBED,001gK00001Luv8bQAB
001gK00001Luv7JQAR,Joshua J. Patel Residence,0410522654,67 Railway Pde,Chatswood,New South Wales,2067,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,ABSORBED,001gK00001Luv8bQAB
001gK00001Luv7xQAB,Joshua J. Patel Residence,0410839414,67 Railway Pde,Campbelltown,New South Wales,2560,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,ABSORBED,001gK00001Luv8bQAB
001gK00001Luv8bQAB,Joshua J. Patel Residence,0411156174,67 Railway Pde,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,SURVIVOR,
001gK00001Luv4tQAB,Joshua Patel Residence,(02) 5914 3046,67 Railway Pde,Chatswood,New South Wales,2067,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:56.000+0000,ABSORBED,001gK00001Luv4FQAR
001gK00001Luv5XQAR,Joshua Patel Residence,(02) 7074 4286,67 Railway Pde,Campbelltown,New South Wales,2560,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:56.000+0000,ABSORBED,001gK00001Luv4FQAR
001gK00001Luv6BQAR,Joshua Patel Residence,(02) 8234 5526,67 Railway Pde,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:57.000+0000,ABSORBED,001gK00001Luv4FQAR
001gK00001Luv4FQAR,Joshua Patel Residence,(02) 4754 1806,67 Railway Pde,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:58.000+0000,SURVIVOR,
001gK00001Luv6sQAB,LILY KELLY RESIDENCE,,210 KURRAJONG DR,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:08.000+0000,ABSORBED,001gK00001Luv4SQAR
001gK00001Luv7WQAR,LILY KELLY RESIDENCE,,210 KURRAJONG DR,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:08.000+0000,ABSORBED,001gK00001Luv4SQAR
001gK00001Luv8AQAR,LILY KELLY RESIDENCE,,210 KURRAJONG DR,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:08.000+0000,ABSORBED,001gK00001Luv4SQAR
001gK00001Luv6OQAR,Layla Osman,(02) 4261 1279,100 Kurrajong Dr,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv72QAB,Layla Osman,(02) 5421 2519,100 Kurrajong Dr,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv7gQAB,Layla Osman,(02) 6581 3759,100 Kurrajong Dr,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv8KQAR,Layla Osman,(02) 4261 1279,100 Kurrajong Dr,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:41.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv3yQAB,Layla Osman Residence,(02) 4261 1279,100 Kurrajong Dr,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv5GQAR,Layla Osman Residence,(02) 6581 3759,100 Kurrajong Dr,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv5uQAB,Layla Osman Residence,(02) 7741 4999,100 Kurrajong Dr,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:40.000+0000,ABSORBED,001gK00001Luv4cQAB
001gK00001Luv4cQAB,Layla Osman Residence,(02) 5421 2519,100 Kurrajong Dr,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:41.000+0000,SURVIVOR,
001gK00001Luv4lQAB,Liam Bennett Residence,(02) 5682 2798,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv47QAB
001gK00001Luv5PQAR,Liam Bennett Residence,(02) 6842 4038,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv47QAB
001gK00001Luv63QAB,Liam Bennett Residence,(02) 8002 5278,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:47.000+0000,ABSORBED,001gK00001Luv47QAB
001gK00001Luv47QAB,Liam Bennett Residence,(02) 4522 1558,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:47.000+0000,SURVIVOR,
001gK00001Luv7BQAR,Liam J. Bennett Residence,0410459302,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:15.000+0000,ABSORBED,001gK00001Luv6XQAR
001gK00001Luv7pQAB,Liam J. Bennett Residence,0410776062,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:15.000+0000,ABSORBED,001gK00001Luv6XQAR
001gK00001Luv8TQAR,Liam J. Bennett Residence,0411092822,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:16.000+0000,ABSORBED,001gK00001Luv6XQAR
001gK00001Luv6XQAR,Liam J. Bennett Residence,0410142542,199 Mill Lane,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:16.000+0000,SURVIVOR,
001gK00001Luv56QAB,Lily Kelly Residence,(02) 6291 3449,210 Kurrajong Dr,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:08.000+0000,ABSORBED,001gK00001Luv4SQAR
001gK00001Luv5kQAB,Lily Kelly Residence,(02) 7451 4689,210 Kurrajong Dr,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:08.000+0000,ABSORBED,001gK00001Luv4SQAR
001gK00001Luv4SQAR,Lily Kelly Residence,(02) 5131 2209,210 Kurrajong Dr,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:09.000+0000,SURVIVOR,
001gK00001Luv7NQAR,Lucas J. Tran Residence,0410554330,111 Sunset Rd,Campbelltown,New South Wales,2560,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,ABSORBED,001gK00001Luv6jQAB
001gK00001Luv81QAB,Lucas J. Tran Residence,0410871090,111 Sunset Rd,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:01.000+0000,ABSORBED,001gK00001Luv6jQAB
001gK00001Luv6jQAB,Lucas J. Tran Residence,0410237570,111 Sunset Rd,Chatswood,New South Wales,2067,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:02.000+0000,SURVIVOR,
001gK00001Luv4xQAB,Lucas Tran Residence,(02) 6030 3170,111 Sunset Rd,Campbelltown,New South Wales,2560,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:01.000+0000,ABSORBED,001gK00001Luv4JQAR
001gK00001Luv5bQAB,Lucas Tran Residence,(02) 7190 4410,111 Sunset Rd,Penrith,New South Wales,2750,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:01.000+0000,ABSORBED,001gK00001Luv4JQAR
001gK00001Luv4JQAR,Lucas Tran Residence,(02) 4870 1930,111 Sunset Rd,Chatswood,New South Wales,2067,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:01.000+0000,SURVIVOR,
001gK00001Luv4jQAB,Matthew Kaur Residence,(02) 5624 2736,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:45.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv5NQAR,Matthew Kaur Residence,(02) 6784 3976,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:45.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv61QAB,Matthew Kaur Residence,(02) 7944 5216,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv6VQAR,Matthew Kaur Residence,0244641496,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv79QAB,Matthew Kaur Residence,0256242736,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv7nQAB,Matthew Kaur Residence,0267843976,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv8RQAR,Matthew Kaur Residence,0244641496,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:46.000+0000,ABSORBED,001gK00001Luv45QAB
001gK00001Luv45QAB,Matthew Kaur Residence,(02) 4464 1496,177 Railway Pde,Wollongong,New South Wales,2500,Wollongong,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:46.000+0000,SURVIVOR,
001gK00001Luv6KQAR,Mia Taylor,(02) 4145 1155,56 Sunset Road,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv6yQAB,Mia Taylor,(02) 5305 2395,56 Sunset Road,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv7cQAB,Mia Taylor,(02) 6465 3635,56 Sunset Road,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv8GQAR,Mia Taylor,(02) 4145 1155,56 Sunset Road,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv4YQAR,Mia Taylor Residence,(02) 5305 2395,56 Sunset Rd,Liverpool,New South Wales,2170,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv5CQAR,Mia Taylor Residence,(02) 6465 3635,56 Sunset Rd,Hornsby,New South Wales,2077,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv5qQAB,Mia Taylor Residence,(02) 7625 4875,56 Sunset Rd,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:37.000+0000,ABSORBED,001gK00001Luv3uQAB
001gK00001Luv3uQAB,Mia Taylor Residence,(02) 4145 1155,56 Sunset Rd,Hurstville,New South Wales,2220,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:38.000+0000,SURVIVOR,
001gK00001Luv7RQAR,Michael J. Young Residence,0410586006,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:16.000+0000,ABSORBED,001gK00001Luv6nQAB
001gK00001Luv85QAB,Michael J. Young Residence,0410902766,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:16.000+0000,ABSORBED,001gK00001Luv6nQAB
001gK00001Luv6nQAB,Michael J. Young Residence,0410269246,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:16.000+0000,SURVIVOR,
001gK00001Luv4NQAR,Michael Young Residence,(02) 4986 2054,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:04.000+0000,ABSORBED,001gK00001Luv5fQAB
001gK00001Luv51QAB,Michael Young Residence,(02) 6146 3294,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:04.000+0000,ABSORBED,001gK00001Luv5fQAB
001gK00001Luv5fQAB,Michael Young Residence,(02) 7306 4534,155 Kurrajong Dr,Belmont,New South Wales,2280,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:04.000+0000,SURVIVOR,
001gK00001Luv4zQAB,Nathan Ryan Residence,(02) 6088 3232,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:02.000+0000,ABSORBED,001gK00001Luv4LQAR
001gK00001Luv5dQAB,Nathan Ryan Residence,(02) 7248 4472,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:02.000+0000,ABSORBED,001gK00001Luv4LQAR
001gK00001Luv6lQAB,Nathan Ryan Residence,0249281992,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:02.000+0000,ABSORBED,001gK00001Luv4LQAR
001gK00001Luv7PQAR,Nathan Ryan Residence,0260883232,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:02.000+0000,ABSORBED,001gK00001Luv4LQAR
001gK00001Luv83QAB,Nathan Ryan Residence,0272484472,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:31:03.000+0000,ABSORBED,001gK00001Luv4LQAR
001gK00001Luv4LQAR,Nathan Ryan Residence,(02) 4928 1992,133 Beach Rd,Newcastle,New South Wales,2300,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:31:03.000+0000,SURVIVOR,
001gK00001Luv41QAB,Noah Brown Residence,(02) 4348 1372,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:42.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv4fQAB,Noah Brown Residence,(02) 5508 2612,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:42.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv5xQAB,Noah Brown Residence,(02) 7828 5092,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:43.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv6RQAR,Noah Brown Residence,0243481372,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:43.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv75QAB,Noah Brown Residence,0255082612,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:43.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv7jQAB,Noah Brown Residence,0266683852,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:43.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv8NQAR,Noah Brown Residence,0243481372,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:30:43.000+0000,ABSORBED,001gK00001Luv5JQAR
001gK00001Luv5JQAR,Noah Brown Residence,(02) 6668 3852,133 Beach Rd,Raymond Terrace,New South Wales,2324,Newcastle,005gK00006sTIwDQAW,2026-08-17T07:54:00.000+0000,2026-08-24T15:30:43.000+0000,SURVIVOR,
001gK00001Luv6LQAR,Oliver J. Murphy Residence,0410047514,67 Railway Pde,Chatswood,New South Wales,2067,Sydney,005gK00006sTIwDQAW,2026-08-17T07:54:04.000+0000,2026-08-24T15:37:02.000+0000,ABSORBED,001gK00001Luv6zQAB
